"user_id","most_search_june","category_june","most_search_july","category_july","Trending_Type","Previous"
"3872022",vô tình nhặt được tổng tài,Phim tình cảm,lấy danh nghĩa người nhà,Phim,Changed,Phim tình cảm
"40041268",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"40316308",cô nàng trong trắng oh woo ri,Phim,thiên nga bóng đêm,Phim,Unchanged,Unchanged
"41164288",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"40368682",vẻ đẹp đích thực,Phim tình cảm,fairy tail,Phim hoạt hình (anime),Changed,Phim tình cảm
"40515996",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"40113438",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"4004573",Thử Thách Thần Tượng,Chương trình truyền hình thực tế,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Changed,Chương trình truyền hình thực tế
"40127442",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"41200904",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"1144580",fairy tail,Phim hoạt hình (anime),fairy tail,Phim hoạt hình (anime),Unchanged,Unchanged
"40807855",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"41042660",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"40566230",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"40160072",siêu nhân,Phim hành động,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Changed,Phim hành động
"41189015",vô tình nhặt được tổng tài,Phim tình cảm,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Changed,Phim tình cảm
"40123853",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"41211598",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"40882847",yêu nhầm chị dâu,Phim tình cảm hài hước,con tim sắt đá,Phim tình cảm,Changed,Phim tình cảm hài hước
"1338749",Thử Thách Thần Tượng,Chương trình truyền hình thực tế,mộng hoa lục,Phim,Changed,Chương trình truyền hình thực tế
"41247684",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,siêu nhân,Phim hành động,Changed,Video âm nhạc
"40201237",yêu tinh,Phim kinh dị,why her?,Phim tâm lý,Changed,Phim kinh dị
"40622990",fairy tail,Phim hoạt hình (anime),fairy tail,Phim hoạt hình (anime),Unchanged,Unchanged
"40178616",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"4015927",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"40888663",cô nàng trong trắng oh woo ri,Phim,nữ thanh tra tài ba,Phim,Unchanged,Unchanged
"40277277",siêu nhân,Phim hành động,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Changed,Phim hành động
"41233846",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"40825066",bắt ma phá án,Phim trinh thám,yêu tinh,Phim kinh dị,Changed,Phim trinh thám
"40198362",Thử Thách Thần Tượng,Chương trình truyền hình thực tế,Thử Thách Thần Tượng,Chương trình truyền hình thực tế,Unchanged,Unchanged
"41294004",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"40312654",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"40312399",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"4092962",Thử Thách Thần Tượng,Chương trình truyền hình thực tế,Thử Thách Thần Tượng,Chương trình truyền hình thực tế,Unchanged,Unchanged
"40314949",Tìm kiếm bằng giọng nói,Chương trình truyền hình thực tế,Tìm kiếm bằng giọng nói,Chương trình truyền hình thực tế,Unchanged,Unchanged
"40300943",why her?,Phim tâm lý,fairy tail,Phim hoạt hình (anime),Changed,Phim tâm lý
"41007922",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"41316011",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"41262647",vẻ đẹp đích thực,Phim tình cảm,yêu tinh,Phim kinh dị,Changed,Phim tình cảm
"40314560",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"41114222",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Tìm kiếm bằng giọng nói,Chương trình truyền hình thực tế,Changed,Phim
"40514103",vẻ đẹp đích thực,Phim tình cảm,yêu tinh,Phim kinh dị,Changed,Phim tình cảm
"1762331",siêu nhân,Phim hành động,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Changed,Phim hành động
"40613495",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"41264787",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"41052870",nữ thanh tra tài ba,Phim,yêu tinh,Phim kinh dị,Changed,Phim
"1994302",running man,Chương trình truyền hình thực tế,yêu nhầm chị dâu,Phim tình cảm hài hước,Changed,Chương trình truyền hình thực tế
"41124859",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"40362562",con tim sắt đá,Phim tình cảm,thiên nga bóng đêm,Phim,Changed,Phim tình cảm
"41353331",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"40837016",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"40692017",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"41055258",fairy tail,Phim hoạt hình (anime),fairy tail,Phim hoạt hình (anime),Unchanged,Unchanged
"40447815",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"41381468",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"41380836",nhất kiến khuynh tâm,Phim cổ trang,vô tình nhặt được tổng tài,Phim tình cảm,Changed,Phim cổ trang
"2515273",fairy tail,Phim hoạt hình (anime),hội pháp sư,Phim phép thuật,Changed,Phim hoạt hình (anime)
"41014533",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"40773377",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"41141180",why her?,Phim tâm lý,why her?,Phim tâm lý,Unchanged,Unchanged
"40518681",fairy tail,Phim hoạt hình (anime),hội pháp sư,Phim phép thuật,Changed,Phim hoạt hình (anime)
"41494481",nữ thanh tra tài ba,Phim,Thử Thách Thần Tượng,Chương trình truyền hình thực tế,Changed,Phim
"2705802",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"41467427",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"41163133",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"41036001",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"41139893",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"41097158",nữ thanh tra tài ba,Phim,nữ thanh tra tài ba,Phim,Unchanged,Unchanged
"41563236",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"2747596",fairy tail,Phim hoạt hình (anime),fairy tail,Phim hoạt hình (anime),Unchanged,Unchanged
"40564657",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"41143612",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"41049680",mộng hoa lục,Phim,yêu tinh,Phim kinh dị,Changed,Phim
"41661881",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"41222599",thiên nga bóng đêm,Phim,thiên nga bóng đêm,Phim,Unchanged,Unchanged
"41105662",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"3097775",sao băng,Phim tình cảm,thiên nga bóng đêm,Phim,Changed,Phim tình cảm
"41054112",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"3545258",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"41635550",siêu nhân,Phim hành động,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Changed,Phim hành động
"41165583",yêu nhầm chị dâu,Phim tình cảm hài hước,Thử Thách Thần Tượng,Chương trình truyền hình thực tế,Changed,Phim tình cảm hài hước
"41153882",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"40587657",why her?,Phim tâm lý,con tim sắt đá,Phim tình cảm,Changed,Phim tâm lý
"41662246",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"41355233",cuộc chiến thượng lưu,Phim hài,yêu nhầm chị dâu,Phim tình cảm hài hước,Changed,Phim hài
"41244871",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"41663777",fairy tail,Phim hoạt hình (anime),vẻ đẹp đích thực,Phim tình cảm,Changed,Phim hoạt hình (anime)
"40769850",lấy danh nghĩa người nhà,Phim,kẻ trộm mặt trăng: minions,Phim hoạt hình (animation),Changed,Phim
"40044429",running man,Chương trình truyền hình thực tế,running man,Chương trình truyền hình thực tế,Unchanged,Unchanged
"41182453",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"41673187",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"41056765",fairy tail,Phim hoạt hình (anime),chàng hậu,Phim tình cảm hài hước,Changed,Phim hoạt hình (anime)
"41464893",mộng hoa lục,Phim,running man,Chương trình truyền hình thực tế,Changed,Phim
"41269832",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"41694305",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"40887948",hội pháp sư,Phim phép thuật,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Changed,Phim phép thuật
"41085845",siêu nhân,Phim hành động,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Changed,Phim hành động
"40336237",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,siêu nhân,Phim hành động,Changed,Video âm nhạc
"41235359",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,siêu nhân,Phim hành động,Changed,Video âm nhạc
"41791358",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,siêu nhân,Phim hành động,Changed,Video âm nhạc
"41382205",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"41476692",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"41003315",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"41240094",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Thử Thách Thần Tượng,Chương trình truyền hình thực tế,Changed,Phim
"41762990",bắt ma phá án,Phim trinh thám,bắt ma phá án,Phim trinh thám,Unchanged,Unchanged
"41370900",lấy danh nghĩa người nhà,Phim,yêu tinh,Phim kinh dị,Changed,Phim
"41530161",siêu nhân,Phim hành động,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Changed,Phim hành động
"41858945",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"41540536",bắt ma phá án,Phim trinh thám,yêu tinh,Phim kinh dị,Changed,Phim trinh thám
"40537572",vẻ đẹp đích thực,Phim tình cảm,yêu nhầm chị dâu,Phim tình cảm hài hước,Changed,Phim tình cảm
"41281168",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"41763540",siêu nhân,Phim hành động,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Changed,Phim hành động
"41107953",nhất kiến khuynh tâm,Phim cổ trang,yêu tinh,Phim kinh dị,Changed,Phim cổ trang
"41371429",cô nàng trong trắng oh woo ri,Phim,bắt ma phá án,Phim trinh thám,Changed,Phim
"41896646",sao băng,Phim tình cảm,yêu tinh,Phim kinh dị,Changed,Phim tình cảm
"41518116",siêu nhân,Phim hành động,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Changed,Phim hành động
"41530586",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"4076050",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,sao băng,Phim tình cảm,Changed,Video âm nhạc
"41655387",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"41589009",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"41115734",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"41902705",vẻ đẹp đích thực,Phim tình cảm,vẻ đẹp đích thực,Phim tình cảm,Unchanged,Unchanged
"41370646",why her?,Phim tâm lý,kẻ trộm mặt trăng: minions,Phim hoạt hình (animation),Changed,Phim tâm lý
"41950940",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"40788634",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"41669374",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"41595523",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"41559840",fairy tail,Phim hoạt hình (anime),Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Changed,Phim hoạt hình (anime)
"4118214",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"41382126",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"42000910",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"41987172",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"41517514",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"41196739",lấy danh nghĩa người nhà,Phim,vô tình nhặt được tổng tài,Phim tình cảm,Changed,Phim
"41723997",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"40788966",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"41740270",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"41648873",yêu tinh,Phim kinh dị,vô tình nhặt được tổng tài,Phim tình cảm,Changed,Phim kinh dị
"42003541",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"41521180",yêu tinh,Phim kinh dị,yêu tinh,Phim kinh dị,Unchanged,Unchanged
"42026473",why her?,Phim tâm lý,siêu nhân,Phim hành động,Changed,Phim tâm lý
"41216263",bắt ma phá án,Phim trinh thám,chàng hậu,Phim tình cảm hài hước,Changed,Phim trinh thám
"41717188",vẻ đẹp đích thực,Phim tình cảm,yêu nhầm chị dâu,Phim tình cảm hài hước,Changed,Phim tình cảm
"41847225",vẻ đẹp đích thực,Phim tình cảm,kẻ trộm mặt trăng: minions,Phim hoạt hình (animation),Changed,Phim tình cảm
